DISCIPLINE,DESCRIPTION,CODE,TASK DEFINITION,UNIT,Size,Value
Piping,FLANGED BOLTUPS AND JOINT MAKEUPS,BOLT,150# FLG BOLTUP,ea,1.5,0.7
Piping,FLANGED BOLTUPS AND JOINT MAKEUPS,BOLT,150# FLG BOLTUP,ea,2,0.8
Piping,FLANGED BOLTUPS AND JOINT MAKEUPS,BOLT,150# FLG BOLTUP,ea,2.5,0.9
Piping,FLANGED BOLTUPS AND JOINT MAKEUPS,BOLT,150# FLG BOLTUP,ea,3,1
Piping,FLANGED BOLTUPS AND JOINT MAKEUPS,BOLT,150# FLG BOLTUP,ea,4,1.2
Piping,FLANGED BOLTUPS AND JOINT MAKEUPS,BOLT,150# FLG BOLTUP,ea,6,1.7
Piping,FLANGED BOLTUPS AND JOINT MAKEUPS,BOLT,150# FLG BOLTUP,ea,8,2
Piping,FLANGED BOLTUPS AND JOINT MAKEUPS,BOLT,150# FLG BOLTUP,ea,10,2.4
Piping,FLANGED BOLTUPS AND JOINT MAKEUPS,BOLT,150# FLG BOLTUP,ea,12,2.9
Piping,FLANGED BOLTUPS AND JOINT MAKEUPS,BOLT,150# FLG BOLTUP,ea,14,3.5
Piping,FLANGED BOLTUPS AND JOINT MAKEUPS,BOLT,150# FLG BOLTUP,ea,16,4.1
Piping,FLANGED BOLTUPS AND JOINT MAKEUPS,BOLT,150# FLG BOLTUP,ea,18,4.7
Piping,FLANGED BOLTUPS AND JOINT MAKEUPS,BOLT,150# FLG BOLTUP,ea,20,5.8
Piping,FLANGED BOLTUPS AND JOINT MAKEUPS,BOLT,150# FLG BOLTUP,ea,24,7.2
Piping,FLANGED BOLTUPS AND JOINT MAKEUPS,BOLT,150# FLG BOLTUP,ea,30,8.3
Piping,FLANGED BOLTUPS AND JOINT MAKEUPS,BOLT,150# FLG BOLTUP,ea,36,9.4
Piping,FLANGED BOLTUPS AND JOINT MAKEUPS,BOLT,150# FLG BOLTUP,ea,42,10.5
Piping,FLANGED BOLTUPS AND JOINT MAKEUPS,BOLT,150# FLG BOLTUP,ea,48,11.6
Piping,FLANGED BOLTUPS AND JOINT MAKEUPS,BOLT,150# FLG BOLTUP,ea,54,FALSE
Piping,FLANGED BOLTUPS AND JOINT MAKEUPS,BOLT,150# FLG BOLTUP,ea,60,FALSE
Piping,FLANGED BOLTUPS AND JOINT MAKEUPS,BOLT3,300# FLG BOLTUP,ea,0.5,0.7
Piping,FLANGED BOLTUPS AND JOINT MAKEUPS,BOLT3,300# FLG BOLTUP,ea,0.75,0.7
Piping,FLANGED BOLTUPS AND JOINT MAKEUPS,BOLT3,300# FLG BOLTUP,ea,1,0.7
Piping,FLANGED BOLTUPS AND JOINT MAKEUPS,BOLT3,300# FLG BOLTUP,ea,1.5,0.8
Piping,FLANGED BOLTUPS AND JOINT MAKEUPS,BOLT3,300# FLG BOLTUP,ea,2,1
Piping,FLANGED BOLTUPS AND JOINT MAKEUPS,BOLT3,300# FLG BOLTUP,ea,2.5,1.1
Piping,FLANGED BOLTUPS AND JOINT MAKEUPS,BOLT3,300# FLG BOLTUP,ea,3,1.2
Piping,FLANGED BOLTUPS AND JOINT MAKEUPS,BOLT3,300# FLG BOLTUP,ea,4,1.4
Piping,FLANGED BOLTUPS AND JOINT MAKEUPS,BOLT3,300# FLG BOLTUP,ea,6,1.9
Piping,FLANGED BOLTUPS AND JOINT MAKEUPS,BOLT3,300# FLG BOLTUP,ea,8,2.5
Piping,FLANGED BOLTUPS AND JOINT MAKEUPS,BOLT3,300# FLG BOLTUP,ea,10,3.3
Piping,FLANGED BOLTUPS AND JOINT MAKEUPS,BOLT3,300# FLG BOLTUP,ea,12,4.1
Piping,FLANGED BOLTUPS AND JOINT MAKEUPS,BOLT3,300# FLG BOLTUP,ea,14,4.4
Piping,FLANGED BOLTUPS AND JOINT MAKEUPS,BOLT3,300# FLG BOLTUP,ea,16,5
Piping,FLANGED BOLTUPS AND JOINT MAKEUPS,BOLT3,300# FLG BOLTUP,ea,18,5.8
Piping,FLANGED BOLTUPS AND JOINT MAKEUPS,BOLT3,300# FLG BOLTUP,ea,20,6.9
Piping,FLANGED BOLTUPS AND JOINT MAKEUPS,BOLT3,300# FLG BOLTUP,ea,24,8.1
Piping,FLANGED BOLTUPS AND JOINT MAKEUPS,BOLT3,300# FLG BOLTUP,ea,30,9.4
Piping,FLANGED BOLTUPS AND JOINT MAKEUPS,BOLT3,300# FLG BOLTUP,ea,36,FALSE
Piping,FLANGED BOLTUPS AND JOINT MAKEUPS,BOLT3,300# FLG BOLTUP,ea,42,FALSE
Piping,FLANGED BOLTUPS AND JOINT MAKEUPS,BOLT3,300# FLG BOLTUP,ea,48,FALSE
Piping,FLANGED BOLTUPS AND JOINT MAKEUPS,BOLT3,300# FLG BOLTUP,ea,54,FALSE
Piping,FLANGED BOLTUPS AND JOINT MAKEUPS,BOLT3,300# FLG BOLTUP,ea,60,FALSE
Piping,FLANGED BOLTUPS AND JOINT MAKEUPS,BOLT6,600# FLG BOLTUP,ea,0.5,0.9
Piping,FLANGED BOLTUPS AND JOINT MAKEUPS,BOLT6,600# FLG BOLTUP,ea,0.75,0.9
Piping,FLANGED BOLTUPS AND JOINT MAKEUPS,BOLT6,600# FLG BOLTUP,ea,1,0.9
Piping,FLANGED BOLTUPS AND JOINT MAKEUPS,BOLT6,600# FLG BOLTUP,ea,1.5,1
Piping,FLANGED BOLTUPS AND JOINT MAKEUPS,BOLT6,600# FLG BOLTUP,ea,2,1.3
Piping,FLANGED BOLTUPS AND JOINT MAKEUPS,BOLT6,600# FLG BOLTUP,ea,2.5,1.4
Piping,FLANGED BOLTUPS AND JOINT MAKEUPS,BOLT6,600# FLG BOLTUP,ea,3,1.5
Piping,FLANGED BOLTUPS AND JOINT MAKEUPS,BOLT6,600# FLG BOLTUP,ea,4,1.8
Piping,FLANGED BOLTUPS AND JOINT MAKEUPS,BOLT6,600# FLG BOLTUP,ea,6,2.4
Piping,FLANGED BOLTUPS AND JOINT MAKEUPS,BOLT6,600# FLG BOLTUP,ea,8,3.3
Piping,FLANGED BOLTUPS AND JOINT MAKEUPS,BOLT6,600# FLG BOLTUP,ea,10,3.8
Piping,FLANGED BOLTUPS AND JOINT MAKEUPS,BOLT6,600# FLG BOLTUP,ea,12,5
Piping,FLANGED BOLTUPS AND JOINT MAKEUPS,BOLT6,600# FLG BOLTUP,ea,14,5.3
Piping,FLANGED BOLTUPS AND JOINT MAKEUPS,BOLT6,600# FLG BOLTUP,ea,16,5.8
Piping,FLANGED BOLTUPS AND JOINT MAKEUPS,BOLT6,600# FLG BOLTUP,ea,18,7.2
Piping,FLANGED BOLTUPS AND JOINT MAKEUPS,BOLT6,600# FLG BOLTUP,ea,20,8.1
Piping,FLANGED BOLTUPS AND JOINT MAKEUPS,BOLT6,600# FLG BOLTUP,ea,24,9.5
Piping,FLANGED BOLTUPS AND JOINT MAKEUPS,BOLT6,600# FLG BOLTUP,ea,30,10.9
Piping,FLANGED BOLTUPS AND JOINT MAKEUPS,BOLT6,600# FLG BOLTUP,ea,36,FALSE
Piping,FLANGED BOLTUPS AND JOINT MAKEUPS,BOLT6,600# FLG BOLTUP,ea,42,FALSE
Piping,FLANGED BOLTUPS AND JOINT MAKEUPS,BOLT6,600# FLG BOLTUP,ea,48,FALSE
Piping,FLANGED BOLTUPS AND JOINT MAKEUPS,BOLT6,600# FLG BOLTUP,ea,54,FALSE
Piping,FLANGED BOLTUPS AND JOINT MAKEUPS,BOLT6,600# FLG BOLTUP,ea,60,FALSE
Piping,FLANGED BOLTUPS AND JOINT MAKEUPS,BOLT9,900# FLG BOLTUP,ea,0.5,1
Piping,FLANGED BOLTUPS AND JOINT MAKEUPS,BOLT9,900# FLG BOLTUP,ea,0.75,1
Piping,FLANGED BOLTUPS AND JOINT MAKEUPS,BOLT9,900# FLG BOLTUP,ea,1,1
Piping,FLANGED BOLTUPS AND JOINT MAKEUPS,BOLT9,900# FLG BOLTUP,ea,1.5,1.2
Piping,FLANGED BOLTUPS AND JOINT MAKEUPS,BOLT9,900# FLG BOLTUP,ea,2,1.5
Piping,FLANGED BOLTUPS AND JOINT MAKEUPS,BOLT9,900# FLG BOLTUP,ea,2.5,1.7
Piping,FLANGED BOLTUPS AND JOINT MAKEUPS,BOLT9,900# FLG BOLTUP,ea,3,1.8
Piping,FLANGED BOLTUPS AND JOINT MAKEUPS,BOLT9,900# FLG BOLTUP,ea,4,2.1
Piping,FLANGED BOLTUPS AND JOINT MAKEUPS,BOLT9,900# FLG BOLTUP,ea,6,2.8
Piping,FLANGED BOLTUPS AND JOINT MAKEUPS,BOLT9,900# FLG BOLTUP,ea,8,3.3
Piping,FLANGED BOLTUPS AND JOINT MAKEUPS,BOLT9,900# FLG BOLTUP,ea,10,4.7
Piping,FLANGED BOLTUPS AND JOINT MAKEUPS,BOLT9,900# FLG BOLTUP,ea,12,5.9
Piping,FLANGED BOLTUPS AND JOINT MAKEUPS,BOLT9,900# FLG BOLTUP,ea,14,6.4
Piping,FLANGED BOLTUPS AND JOINT MAKEUPS,BOLT9,900# FLG BOLTUP,ea,16,6.9
Piping,FLANGED BOLTUPS AND JOINT MAKEUPS,BOLT9,900# FLG BOLTUP,ea,18,8.6
Piping,FLANGED BOLTUPS AND JOINT MAKEUPS,BOLT9,900# FLG BOLTUP,ea,20,9.7
Piping,FLANGED BOLTUPS AND JOINT MAKEUPS,BOLT9,900# FLG BOLTUP,ea,24,11.4
Piping,FLANGED BOLTUPS AND JOINT MAKEUPS,BOLT9,900# FLG BOLTUP,ea,30,13.2
Piping,FLANGED BOLTUPS AND JOINT MAKEUPS,BOLT9,900# FLG BOLTUP,ea,36,FALSE
Piping,FLANGED BOLTUPS AND JOINT MAKEUPS,BOLT9,900# FLG BOLTUP,ea,42,FALSE
Piping,FLANGED BOLTUPS AND JOINT MAKEUPS,BOLT9,900# FLG BOLTUP,ea,48,FALSE
Piping,FLANGED BOLTUPS AND JOINT MAKEUPS,BOLT9,900# FLG BOLTUP,ea,54,FALSE
Piping,FLANGED BOLTUPS AND JOINT MAKEUPS,BOLT9,900# FLG BOLTUP,ea,60,FALSE
Piping,FLANGED BOLTUPS AND JOINT MAKEUPS,BOLT15,1500# FLG BOLTUP,ea,0.5,1.2
Piping,FLANGED BOLTUPS AND JOINT MAKEUPS,BOLT15,1500# FLG BOLTUP,ea,0.75,1.2
Piping,FLANGED BOLTUPS AND JOINT MAKEUPS,BOLT15,1500# FLG BOLTUP,ea,1,1.2
Piping,FLANGED BOLTUPS AND JOINT MAKEUPS,BOLT15,1500# FLG BOLTUP,ea,1.5,1.4
Piping,FLANGED BOLTUPS AND JOINT MAKEUPS,BOLT15,1500# FLG BOLTUP,ea,2,1.9
Piping,FLANGED BOLTUPS AND JOINT MAKEUPS,BOLT15,1500# FLG BOLTUP,ea,2.5,2.1
Piping,FLANGED BOLTUPS AND JOINT MAKEUPS,BOLT15,1500# FLG BOLTUP,ea,3,2.2
Piping,FLANGED BOLTUPS AND JOINT MAKEUPS,BOLT15,1500# FLG BOLTUP,ea,4,2.6
Piping,FLANGED BOLTUPS AND JOINT MAKEUPS,BOLT15,1500# FLG BOLTUP,ea,6,3.4
Piping,FLANGED BOLTUPS AND JOINT MAKEUPS,BOLT15,1500# FLG BOLTUP,ea,8,4
Piping,FLANGED BOLTUPS AND JOINT MAKEUPS,BOLT15,1500# FLG BOLTUP,ea,10,5.6
Piping,FLANGED BOLTUPS AND JOINT MAKEUPS,BOLT15,1500# FLG BOLTUP,ea,12,7.1
Piping,FLANGED BOLTUPS AND JOINT MAKEUPS,BOLT15,1500# FLG BOLTUP,ea,14,7.6
Piping,FLANGED BOLTUPS AND JOINT MAKEUPS,BOLT15,1500# FLG BOLTUP,ea,16,8.3
Piping,FLANGED BOLTUPS AND JOINT MAKEUPS,BOLT15,1500# FLG BOLTUP,ea,18,10.3
Piping,FLANGED BOLTUPS AND JOINT MAKEUPS,BOLT15,1500# FLG BOLTUP,ea,20,11.2
Piping,FLANGED BOLTUPS AND JOINT MAKEUPS,BOLT15,1500# FLG BOLTUP,ea,24,13.7
Piping,FLANGED BOLTUPS AND JOINT MAKEUPS,BOLT15,1500# FLG BOLTUP,ea,30,15.8
Piping,FLANGED BOLTUPS AND JOINT MAKEUPS,BOLT15,1500# FLG BOLTUP,ea,36,FALSE
Piping,FLANGED BOLTUPS AND JOINT MAKEUPS,BOLT15,1500# FLG BOLTUP,ea,42,FALSE
Piping,FLANGED BOLTUPS AND JOINT MAKEUPS,BOLT15,1500# FLG BOLTUP,ea,48,FALSE
Piping,FLANGED BOLTUPS AND JOINT MAKEUPS,BOLT15,1500# FLG BOLTUP,ea,54,FALSE
Piping,FLANGED BOLTUPS AND JOINT MAKEUPS,BOLT15,1500# FLG BOLTUP,ea,60,FALSE
Piping,FLANGED BOLTUPS AND JOINT MAKEUPS,BOLT25,2500# FLG BOLTUP,ea,0.5,1.6
Piping,FLANGED BOLTUPS AND JOINT MAKEUPS,BOLT25,2500# FLG BOLTUP,ea,0.75,1.6
Piping,FLANGED BOLTUPS AND JOINT MAKEUPS,BOLT25,2500# FLG BOLTUP,ea,1,1.6
Piping,FLANGED BOLTUPS AND JOINT MAKEUPS,BOLT25,2500# FLG BOLTUP,ea,1.5,1.6
Piping,FLANGED BOLTUPS AND JOINT MAKEUPS,BOLT25,2500# FLG BOLTUP,ea,2,2.1
Piping,FLANGED BOLTUPS AND JOINT MAKEUPS,BOLT25,2500# FLG BOLTUP,ea,2.5,2.3
Piping,FLANGED BOLTUPS AND JOINT MAKEUPS,BOLT25,2500# FLG BOLTUP,ea,3,2.4
Piping,FLANGED BOLTUPS AND JOINT MAKEUPS,BOLT25,2500# FLG BOLTUP,ea,4,2.8
Piping,FLANGED BOLTUPS AND JOINT MAKEUPS,BOLT25,2500# FLG BOLTUP,ea,6,3.7
Piping,FLANGED BOLTUPS AND JOINT MAKEUPS,BOLT25,2500# FLG BOLTUP,ea,8,4.9
Piping,FLANGED BOLTUPS AND JOINT MAKEUPS,BOLT25,2500# FLG BOLTUP,ea,10,6.1
Piping,FLANGED BOLTUPS AND JOINT MAKEUPS,BOLT25,2500# FLG BOLTUP,ea,12,7.7
Piping,FLANGED BOLTUPS AND JOINT MAKEUPS,BOLT25,2500# FLG BOLTUP,ea,14,FALSE
Piping,FLANGED BOLTUPS AND JOINT MAKEUPS,BOLT25,2500# FLG BOLTUP,ea,16,FALSE
Piping,FLANGED BOLTUPS AND JOINT MAKEUPS,BOLT25,2500# FLG BOLTUP,ea,18,FALSE
Piping,FLANGED BOLTUPS AND JOINT MAKEUPS,BOLT25,2500# FLG BOLTUP,ea,20,FALSE
Piping,FLANGED BOLTUPS AND JOINT MAKEUPS,BOLT25,2500# FLG BOLTUP,ea,24,FALSE
Piping,FLANGED BOLTUPS AND JOINT MAKEUPS,BOLT25,2500# FLG BOLTUP,ea,30,FALSE
Piping,FLANGED BOLTUPS AND JOINT MAKEUPS,BOLT25,2500# FLG BOLTUP,ea,36,FALSE
Piping,FLANGED BOLTUPS AND JOINT MAKEUPS,BOLT25,2500# FLG BOLTUP,ea,42,FALSE
Piping,FLANGED BOLTUPS AND JOINT MAKEUPS,BOLT25,2500# FLG BOLTUP,ea,48,FALSE
Piping,FLANGED BOLTUPS AND JOINT MAKEUPS,BOLT25,2500# FLG BOLTUP,ea,54,FALSE
Piping,FLANGED BOLTUPS AND JOINT MAKEUPS,BOLT25,2500# FLG BOLTUP,ea,60,FALSE
Piping,FLANGED BOLTUPS AND JOINT MAKEUPS,TORQUE,TORQUE FLG BOLTUP,ea,0.5,0.3
Piping,FLANGED BOLTUPS AND JOINT MAKEUPS,TORQUE,TORQUE FLG BOLTUP,ea,0.75,0.3
Piping,FLANGED BOLTUPS AND JOINT MAKEUPS,TORQUE,TORQUE FLG BOLTUP,ea,1,0.3
Piping,FLANGED BOLTUPS AND JOINT MAKEUPS,TORQUE,TORQUE FLG BOLTUP,ea,1.5,0.35
Piping,FLANGED BOLTUPS AND JOINT MAKEUPS,TORQUE,TORQUE FLG BOLTUP,ea,2,0.4
Piping,FLANGED BOLTUPS AND JOINT MAKEUPS,TORQUE,TORQUE FLG BOLTUP,ea,2.5,0.45
Piping,FLANGED BOLTUPS AND JOINT MAKEUPS,TORQUE,TORQUE FLG BOLTUP,ea,3,0.5
Piping,FLANGED BOLTUPS AND JOINT MAKEUPS,TORQUE,TORQUE FLG BOLTUP,ea,4,0.6
Piping,FLANGED BOLTUPS AND JOINT MAKEUPS,TORQUE,TORQUE FLG BOLTUP,ea,6,0.85
Piping,FLANGED BOLTUPS AND JOINT MAKEUPS,TORQUE,TORQUE FLG BOLTUP,ea,8,1
Piping,FLANGED BOLTUPS AND JOINT MAKEUPS,TORQUE,TORQUE FLG BOLTUP,ea,10,1.2
Piping,FLANGED BOLTUPS AND JOINT MAKEUPS,TORQUE,TORQUE FLG BOLTUP,ea,12,1.45
Piping,FLANGED BOLTUPS AND JOINT MAKEUPS,TORQUE,TORQUE FLG BOLTUP,ea,14,1.75
Piping,FLANGED BOLTUPS AND JOINT MAKEUPS,TORQUE,TORQUE FLG BOLTUP,ea,16,2.05
Piping,FLANGED BOLTUPS AND JOINT MAKEUPS,TORQUE,TORQUE FLG BOLTUP,ea,18,2.35
Piping,FLANGED BOLTUPS AND JOINT MAKEUPS,TORQUE,TORQUE FLG BOLTUP,ea,20,2.9
Piping,FLANGED BOLTUPS AND JOINT MAKEUPS,TORQUE,TORQUE FLG BOLTUP,ea,24,3.6
Piping,FLANGED BOLTUPS AND JOINT MAKEUPS,TORQUE,TORQUE FLG BOLTUP,ea,30,4.15
Piping,FLANGED BOLTUPS AND JOINT MAKEUPS,TORQUE,TORQUE FLG BOLTUP,ea,36,FALSE
Piping,FLANGED BOLTUPS AND JOINT MAKEUPS,TORQUE,TORQUE FLG BOLTUP,ea,42,FALSE
Piping,FLANGED BOLTUPS AND JOINT MAKEUPS,TORQUE,TORQUE FLG BOLTUP,ea,48,FALSE
Piping,FLANGED BOLTUPS AND JOINT MAKEUPS,TORQUE,TORQUE FLG BOLTUP,ea,54,FALSE
Piping,FLANGED BOLTUPS AND JOINT MAKEUPS,TORQUE,TORQUE FLG BOLTUP,ea,60,FALSE
Piping,FLANGED BOLTUPS AND JOINT MAKEUPS,FSMU,3000# SCRD MAKEUP,ea,0.5,0.2
Piping,FLANGED BOLTUPS AND JOINT MAKEUPS,FSMU,3000# SCRD MAKEUP,ea,0.75,0.3
Piping,FLANGED BOLTUPS AND JOINT MAKEUPS,FSMU,3000# SCRD MAKEUP,ea,1,0.3
Piping,FLANGED BOLTUPS AND JOINT MAKEUPS,FSMU,3000# SCRD MAKEUP,ea,1.5,0.4
Piping,FLANGED BOLTUPS AND JOINT MAKEUPS,FSMU,3000# SCRD MAKEUP,ea,2,0.5
Piping,FLANGED BOLTUPS AND JOINT MAKEUPS,FSMU,3000# SCRD MAKEUP,ea,2.5,0.5
Piping,FLANGED BOLTUPS AND JOINT MAKEUPS,FSMU,3000# SCRD MAKEUP,ea,3,0.6
Piping,FLANGED BOLTUPS AND JOINT MAKEUPS,FSMU,3000# SCRD MAKEUP,ea,4,0.6
Piping,FLANGED BOLTUPS AND JOINT MAKEUPS,FSMU,3000# SCRD MAKEUP,ea,6,FALSE
Piping,FLANGED BOLTUPS AND JOINT MAKEUPS,FSMU,3000# SCRD MAKEUP,ea,8,FALSE
Piping,FLANGED BOLTUPS AND JOINT MAKEUPS,FSMU,3000# SCRD MAKEUP,ea,10,FALSE
Piping,FLANGED BOLTUPS AND JOINT MAKEUPS,FSMU,3000# SCRD MAKEUP,ea,12,FALSE
Piping,FLANGED BOLTUPS AND JOINT MAKEUPS,FSMU,3000# SCRD MAKEUP,ea,14,FALSE
Piping,FLANGED BOLTUPS AND JOINT MAKEUPS,FSMU,3000# SCRD MAKEUP,ea,16,FALSE
Piping,FLANGED BOLTUPS AND JOINT MAKEUPS,FSMU,3000# SCRD MAKEUP,ea,18,FALSE
Piping,FLANGED BOLTUPS AND JOINT MAKEUPS,FSMU,3000# SCRD MAKEUP,ea,20,FALSE
Piping,FLANGED BOLTUPS AND JOINT MAKEUPS,FSMU,3000# SCRD MAKEUP,ea,24,FALSE
Piping,FLANGED BOLTUPS AND JOINT MAKEUPS,FSMU,3000# SCRD MAKEUP,ea,30,FALSE
Piping,FLANGED BOLTUPS AND JOINT MAKEUPS,FSMU,3000# SCRD MAKEUP,ea,36,FALSE
Piping,FLANGED BOLTUPS AND JOINT MAKEUPS,FSMU,3000# SCRD MAKEUP,ea,42,FALSE
Piping,FLANGED BOLTUPS AND JOINT MAKEUPS,FSMU,3000# SCRD MAKEUP,ea,48,FALSE
Piping,FLANGED BOLTUPS AND JOINT MAKEUPS,FSMU,3000# SCRD MAKEUP,ea,54,FALSE
Piping,FLANGED BOLTUPS AND JOINT MAKEUPS,FSMU,3000# SCRD MAKEUP,ea,60,FALSE
Piping,FLANGED BOLTUPS AND JOINT MAKEUPS,FSMUX,6000# SCRD MAKEUP,ea,0.5,0.3
Piping,FLANGED BOLTUPS AND JOINT MAKEUPS,FSMUX,6000# SCRD MAKEUP,ea,0.75,0.3
Piping,FLANGED BOLTUPS AND JOINT MAKEUPS,FSMUX,6000# SCRD MAKEUP,ea,1,0.4
Piping,FLANGED BOLTUPS AND JOINT MAKEUPS,FSMUX,6000# SCRD MAKEUP,ea,1.5,0.5
Piping,FLANGED BOLTUPS AND JOINT MAKEUPS,FSMUX,6000# SCRD MAKEUP,ea,2,0.6
Piping,FLANGED BOLTUPS AND JOINT MAKEUPS,FSMUX,6000# SCRD MAKEUP,ea,2.5,0.6
Piping,FLANGED BOLTUPS AND JOINT MAKEUPS,FSMUX,6000# SCRD MAKEUP,ea,3,0.7
Piping,FLANGED BOLTUPS AND JOINT MAKEUPS,FSMUX,6000# SCRD MAKEUP,ea,4,0.8
Piping,FLANGED BOLTUPS AND JOINT MAKEUPS,FSMUX,6000# SCRD MAKEUP,ea,6,FALSE
Piping,FLANGED BOLTUPS AND JOINT MAKEUPS,FSMUX,6000# SCRD MAKEUP,ea,8,FALSE
Piping,FLANGED BOLTUPS AND JOINT MAKEUPS,FSMUX,6000# SCRD MAKEUP,ea,10,FALSE
Piping,FLANGED BOLTUPS AND JOINT MAKEUPS,FSMUX,6000# SCRD MAKEUP,ea,12,FALSE
Piping,FLANGED BOLTUPS AND JOINT MAKEUPS,FSMUX,6000# SCRD MAKEUP,ea,14,FALSE
Piping,FLANGED BOLTUPS AND JOINT MAKEUPS,FSMUX,6000# SCRD MAKEUP,ea,16,FALSE
Piping,FLANGED BOLTUPS AND JOINT MAKEUPS,FSMUX,6000# SCRD MAKEUP,ea,18,FALSE
Piping,FLANGED BOLTUPS AND JOINT MAKEUPS,FSMUX,6000# SCRD MAKEUP,ea,20,FALSE
Piping,FLANGED BOLTUPS AND JOINT MAKEUPS,FSMUX,6000# SCRD MAKEUP,ea,24,FALSE
Piping,FLANGED BOLTUPS AND JOINT MAKEUPS,FSMUX,6000# SCRD MAKEUP,ea,30,FALSE
Piping,FLANGED BOLTUPS AND JOINT MAKEUPS,FSMUX,6000# SCRD MAKEUP,ea,36,FALSE
Piping,FLANGED BOLTUPS AND JOINT MAKEUPS,FSMUX,6000# SCRD MAKEUP,ea,42,FALSE
Piping,FLANGED BOLTUPS AND JOINT MAKEUPS,FSMUX,6000# SCRD MAKEUP,ea,48,FALSE
Piping,FLANGED BOLTUPS AND JOINT MAKEUPS,FSMUX,6000# SCRD MAKEUP,ea,54,FALSE
Piping,FLANGED BOLTUPS AND JOINT MAKEUPS,FSMUX,6000# SCRD MAKEUP,ea,60,FALSE
Piping,FLANGED BOLTUPS AND JOINT MAKEUPS,FTMU SS,SS TUBE FTG MAKEUP,ea,0.5,0.2
Piping,FLANGED BOLTUPS AND JOINT MAKEUPS,FTMU SS,SS TUBE FTG MAKEUP,ea,0.75,0.3
Piping,FLANGED BOLTUPS AND JOINT MAKEUPS,FTMU SS,SS TUBE FTG MAKEUP,ea,1,0.3
Piping,FLANGED BOLTUPS AND JOINT MAKEUPS,FTMU SS,SS TUBE FTG MAKEUP,ea,1.5,0.4
Piping,FLANGED BOLTUPS AND JOINT MAKEUPS,FTMU SS,SS TUBE FTG MAKEUP,ea,2,0.5
