DISCIPLINE,DESCRIPTION,CODE,TASK DEFINITION,UNIT,Size,Value
Piping,FIELD PIPE CONDITIONS  (DOES NOT INCL. SUPPORTS,CONDF5,FIELD PIPE CONDITION 5 CS STD WT,ea,8,62.98
Piping,FIELD PIPE CONDITIONS  (DOES NOT INCL. SUPPORTS,CONDF5,FIELD PIPE CONDITION 5 CS STD WT,ea,10,78.54
Piping,FIELD PIPE CONDITIONS  (DOES NOT INCL. SUPPORTS,CONDF5,FIELD PIPE CONDITION 5 CS STD WT,ea,12,93.29
Piping,FIELD PIPE CONDITIONS  (DOES NOT INCL. SUPPORTS,CONDF5,FIELD PIPE CONDITION 5 CS STD WT,ea,14,111.36
Piping,FIELD PIPE CONDITIONS  (DOES NOT INCL. SUPPORTS,CONDF5,FIELD PIPE CONDITION 5 CS STD WT,ea,16,129.49
Piping,FIELD PIPE CONDITIONS  (DOES NOT INCL. SUPPORTS,CONDF5,FIELD PIPE CONDITION 5 CS STD WT,ea,18,148.7
Piping,FIELD PIPE CONDITIONS  (DOES NOT INCL. SUPPORTS,CONDF5,FIELD PIPE CONDITION 5 CS STD WT,ea,20,175.42
Piping,FIELD PIPE CONDITIONS  (DOES NOT INCL. SUPPORTS,CONDF5,FIELD PIPE CONDITION 5 CS STD WT,ea,24,205.7
Piping,FIELD PIPE CONDITIONS  (DOES NOT INCL. SUPPORTS,CONDF5,FIELD PIPE CONDITION 5 CS STD WT,ea,30,251.9
Piping,FIELD PIPE CONDITIONS  (DOES NOT INCL. SUPPORTS,CONDF5,FIELD PIPE CONDITION 5 CS STD WT,ea,36,FALSE
Piping,FIELD PIPE CONDITIONS  (DOES NOT INCL. SUPPORTS,CONDF5,FIELD PIPE CONDITION 5 CS STD WT,ea,42,FALSE
Piping,FIELD PIPE CONDITIONS  (DOES NOT INCL. SUPPORTS,CONDF5,FIELD PIPE CONDITION 5 CS STD WT,ea,48,FALSE
Piping,FIELD PIPE CONDITIONS  (DOES NOT INCL. SUPPORTS,CONDF5,FIELD PIPE CONDITION 5 CS STD WT,ea,54,FALSE
Piping,FIELD PIPE CONDITIONS  (DOES NOT INCL. SUPPORTS,CONDF5,FIELD PIPE CONDITION 5 CS STD WT,ea,60,FALSE
Piping,FIELD PIPE CONDITIONS  (DOES NOT INCL. SUPPORTS,CONDF1X,FIELD PIPE CONDITION 1 CS XS,ea,0.5,16
Piping,FIELD PIPE CONDITIONS  (DOES NOT INCL. SUPPORTS,CONDF1X,FIELD PIPE CONDITION 1 CS XS,ea,0.75,17.5
Piping,FIELD PIPE CONDITIONS  (DOES NOT INCL. SUPPORTS,CONDF1X,FIELD PIPE CONDITION 1 CS XS,ea,1,19
Piping,FIELD PIPE CONDITIONS  (DOES NOT INCL. SUPPORTS,CONDF1X,FIELD PIPE CONDITION 1 CS XS,ea,1.5,20.5
Piping,FIELD PIPE CONDITIONS  (DOES NOT INCL. SUPPORTS,CONDF1X,FIELD PIPE CONDITION 1 CS XS,ea,2,24.9
Piping,FIELD PIPE CONDITIONS  (DOES NOT INCL. SUPPORTS,CONDF1X,FIELD PIPE CONDITION 1 CS XS,ea,2.5,29.4
Piping,FIELD PIPE CONDITIONS  (DOES NOT INCL. SUPPORTS,CONDF1X,FIELD PIPE CONDITION 1 CS XS,ea,3,32
Piping,FIELD PIPE CONDITIONS  (DOES NOT INCL. SUPPORTS,CONDF1X,FIELD PIPE CONDITION 1 CS XS,ea,4,37
Piping,FIELD PIPE CONDITIONS  (DOES NOT INCL. SUPPORTS,CONDF1X,FIELD PIPE CONDITION 1 CS XS,ea,6,46
Piping,FIELD PIPE CONDITIONS  (DOES NOT INCL. SUPPORTS,CONDF1X,FIELD PIPE CONDITION 1 CS XS,ea,8,57
Piping,FIELD PIPE CONDITIONS  (DOES NOT INCL. SUPPORTS,CONDF1X,FIELD PIPE CONDITION 1 CS XS,ea,10,70
Piping,FIELD PIPE CONDITIONS  (DOES NOT INCL. SUPPORTS,CONDF1X,FIELD PIPE CONDITION 1 CS XS,ea,12,85
Piping,FIELD PIPE CONDITIONS  (DOES NOT INCL. SUPPORTS,CONDF1X,FIELD PIPE CONDITION 1 CS XS,ea,14,102
Piping,FIELD PIPE CONDITIONS  (DOES NOT INCL. SUPPORTS,CONDF1X,FIELD PIPE CONDITION 1 CS XS,ea,16,118
Piping,FIELD PIPE CONDITIONS  (DOES NOT INCL. SUPPORTS,CONDF1X,FIELD PIPE CONDITION 1 CS XS,ea,18,140.2
Piping,FIELD PIPE CONDITIONS  (DOES NOT INCL. SUPPORTS,CONDF1X,FIELD PIPE CONDITION 1 CS XS,ea,20,158.7
Piping,FIELD PIPE CONDITIONS  (DOES NOT INCL. SUPPORTS,CONDF1X,FIELD PIPE CONDITION 1 CS XS,ea,24,190.5
Piping,FIELD PIPE CONDITIONS  (DOES NOT INCL. SUPPORTS,CONDF1X,FIELD PIPE CONDITION 1 CS XS,ea,30,220.9
Piping,FIELD PIPE CONDITIONS  (DOES NOT INCL. SUPPORTS,CONDF1X,FIELD PIPE CONDITION 1 CS XS,ea,36,FALSE
Piping,FIELD PIPE CONDITIONS  (DOES NOT INCL. SUPPORTS,CONDF1X,FIELD PIPE CONDITION 1 CS XS,ea,42,FALSE
Piping,FIELD PIPE CONDITIONS  (DOES NOT INCL. SUPPORTS,CONDF1X,FIELD PIPE CONDITION 1 CS XS,ea,48,FALSE
Piping,FIELD PIPE CONDITIONS  (DOES NOT INCL. SUPPORTS,CONDF1X,FIELD PIPE CONDITION 1 CS XS,ea,54,FALSE
Piping,FIELD PIPE CONDITIONS  (DOES NOT INCL. SUPPORTS,CONDF1X,FIELD PIPE CONDITION 1 CS XS,ea,60,FALSE
Piping,FIELD PIPE CONDITIONS  (DOES NOT INCL. SUPPORTS,CONDF2X,FIELD PIPE CONDITION 2 CS XS,ea,0.5,17.4
Piping,FIELD PIPE CONDITIONS  (DOES NOT INCL. SUPPORTS,CONDF2X,FIELD PIPE CONDITION 2 CS XS,ea,0.75,18.9
Piping,FIELD PIPE CONDITIONS  (DOES NOT INCL. SUPPORTS,CONDF2X,FIELD PIPE CONDITION 2 CS XS,ea,1,20.4
Piping,FIELD PIPE CONDITIONS  (DOES NOT INCL. SUPPORTS,CONDF2X,FIELD PIPE CONDITION 2 CS XS,ea,1.5,22.1
Piping,FIELD PIPE CONDITIONS  (DOES NOT INCL. SUPPORTS,CONDF2X,FIELD PIPE CONDITION 2 CS XS,ea,2,26.9
Piping,FIELD PIPE CONDITIONS  (DOES NOT INCL. SUPPORTS,CONDF2X,FIELD PIPE CONDITION 2 CS XS,ea,2.5,31.6
Piping,FIELD PIPE CONDITIONS  (DOES NOT INCL. SUPPORTS,CONDF2X,FIELD PIPE CONDITION 2 CS XS,ea,3,34.4
Piping,FIELD PIPE CONDITIONS  (DOES NOT INCL. SUPPORTS,CONDF2X,FIELD PIPE CONDITION 2 CS XS,ea,4,39.8
Piping,FIELD PIPE CONDITIONS  (DOES NOT INCL. SUPPORTS,CONDF2X,FIELD PIPE CONDITION 2 CS XS,ea,6,49.8
Piping,FIELD PIPE CONDITIONS  (DOES NOT INCL. SUPPORTS,CONDF2X,FIELD PIPE CONDITION 2 CS XS,ea,8,62
Piping,FIELD PIPE CONDITIONS  (DOES NOT INCL. SUPPORTS,CONDF2X,FIELD PIPE CONDITION 2 CS XS,ea,10,76.6
Piping,FIELD PIPE CONDITIONS  (DOES NOT INCL. SUPPORTS,CONDF2X,FIELD PIPE CONDITION 2 CS XS,ea,12,93.2
Piping,FIELD PIPE CONDITIONS  (DOES NOT INCL. SUPPORTS,CONDF2X,FIELD PIPE CONDITION 2 CS XS,ea,14,110.8
Piping,FIELD PIPE CONDITIONS  (DOES NOT INCL. SUPPORTS,CONDF2X,FIELD PIPE CONDITION 2 CS XS,ea,16,128
Piping,FIELD PIPE CONDITIONS  (DOES NOT INCL. SUPPORTS,CONDF2X,FIELD PIPE CONDITION 2 CS XS,ea,18,151.8
Piping,FIELD PIPE CONDITIONS  (DOES NOT INCL. SUPPORTS,CONDF2X,FIELD PIPE CONDITION 2 CS XS,ea,20,172.5
Piping,FIELD PIPE CONDITIONS  (DOES NOT INCL. SUPPORTS,CONDF2X,FIELD PIPE CONDITION 2 CS XS,ea,24,206.7
Piping,FIELD PIPE CONDITIONS  (DOES NOT INCL. SUPPORTS,CONDF2X,FIELD PIPE CONDITION 2 CS XS,ea,30,239.7
Piping,FIELD PIPE CONDITIONS  (DOES NOT INCL. SUPPORTS,CONDF2X,FIELD PIPE CONDITION 2 CS XS,ea,36,FALSE
Piping,FIELD PIPE CONDITIONS  (DOES NOT INCL. SUPPORTS,CONDF2X,FIELD PIPE CONDITION 2 CS XS,ea,42,FALSE
Piping,FIELD PIPE CONDITIONS  (DOES NOT INCL. SUPPORTS,CONDF2X,FIELD PIPE CONDITION 2 CS XS,ea,48,FALSE
Piping,FIELD PIPE CONDITIONS  (DOES NOT INCL. SUPPORTS,CONDF2X,FIELD PIPE CONDITION 2 CS XS,ea,54,FALSE
Piping,FIELD PIPE CONDITIONS  (DOES NOT INCL. SUPPORTS,CONDF2X,FIELD PIPE CONDITION 2 CS XS,ea,60,FALSE
Piping,FIELD PIPE CONDITIONS  (DOES NOT INCL. SUPPORTS,CONDF3X,FIELD PIPE CONDITION 3 CS XS,ea,0.5,9.1
Piping,FIELD PIPE CONDITIONS  (DOES NOT INCL. SUPPORTS,CONDF3X,FIELD PIPE CONDITION 3 CS XS,ea,0.75,9.8
Piping,FIELD PIPE CONDITIONS  (DOES NOT INCL. SUPPORTS,CONDF3X,FIELD PIPE CONDITION 3 CS XS,ea,1,10.5
Piping,FIELD PIPE CONDITIONS  (DOES NOT INCL. SUPPORTS,CONDF3X,FIELD PIPE CONDITION 3 CS XS,ea,1.5,11.4
Piping,FIELD PIPE CONDITIONS  (DOES NOT INCL. SUPPORTS,CONDF3X,FIELD PIPE CONDITION 3 CS XS,ea,2,15.6
Piping,FIELD PIPE CONDITIONS  (DOES NOT INCL. SUPPORTS,CONDF3X,FIELD PIPE CONDITION 3 CS XS,ea,2.5,18.3
Piping,FIELD PIPE CONDITIONS  (DOES NOT INCL. SUPPORTS,CONDF3X,FIELD PIPE CONDITION 3 CS XS,ea,3,19.9
Piping,FIELD PIPE CONDITIONS  (DOES NOT INCL. SUPPORTS,CONDF3X,FIELD PIPE CONDITION 3 CS XS,ea,4,23.3
Piping,FIELD PIPE CONDITIONS  (DOES NOT INCL. SUPPORTS,CONDF3X,FIELD PIPE CONDITION 3 CS XS,ea,6,29.8
Piping,FIELD PIPE CONDITIONS  (DOES NOT INCL. SUPPORTS,CONDF3X,FIELD PIPE CONDITION 3 CS XS,ea,8,37.5
Piping,FIELD PIPE CONDITIONS  (DOES NOT INCL. SUPPORTS,CONDF3X,FIELD PIPE CONDITION 3 CS XS,ea,10,46.6
Piping,FIELD PIPE CONDITIONS  (DOES NOT INCL. SUPPORTS,CONDF3X,FIELD PIPE CONDITION 3 CS XS,ea,12,56.7
Piping,FIELD PIPE CONDITIONS  (DOES NOT INCL. SUPPORTS,CONDF3X,FIELD PIPE CONDITION 3 CS XS,ea,14,66.8
Piping,FIELD PIPE CONDITIONS  (DOES NOT INCL. SUPPORTS,CONDF3X,FIELD PIPE CONDITION 3 CS XS,ea,16,77
Piping,FIELD PIPE CONDITIONS  (DOES NOT INCL. SUPPORTS,CONDF3X,FIELD PIPE CONDITION 3 CS XS,ea,18,91.4
Piping,FIELD PIPE CONDITIONS  (DOES NOT INCL. SUPPORTS,CONDF3X,FIELD PIPE CONDITION 3 CS XS,ea,20,104.1
Piping,FIELD PIPE CONDITIONS  (DOES NOT INCL. SUPPORTS,CONDF3X,FIELD PIPE CONDITION 3 CS XS,ea,24,125.2
Piping,FIELD PIPE CONDITIONS  (DOES NOT INCL. SUPPORTS,CONDF3X,FIELD PIPE CONDITION 3 CS XS,ea,30,144.9
Piping,FIELD PIPE CONDITIONS  (DOES NOT INCL. SUPPORTS,CONDF3X,FIELD PIPE CONDITION 3 CS XS,ea,36,FALSE
Piping,FIELD PIPE CONDITIONS  (DOES NOT INCL. SUPPORTS,CONDF3X,FIELD PIPE CONDITION 3 CS XS,ea,42,FALSE
Piping,FIELD PIPE CONDITIONS  (DOES NOT INCL. SUPPORTS,CONDF3X,FIELD PIPE CONDITION 3 CS XS,ea,48,FALSE
Piping,FIELD PIPE CONDITIONS  (DOES NOT INCL. SUPPORTS,CONDF3X,FIELD PIPE CONDITION 3 CS XS,ea,54,FALSE
Piping,FIELD PIPE CONDITIONS  (DOES NOT INCL. SUPPORTS,CONDF3X,FIELD PIPE CONDITION 3 CS XS,ea,60,FALSE
Piping,FIELD PIPE CONDITIONS  (DOES NOT INCL. SUPPORTS,CONDF4X,FIELD PIPE CONDITION 4 CS XS,ea,0.5,9.8
Piping,FIELD PIPE CONDITIONS  (DOES NOT INCL. SUPPORTS,CONDF4X,FIELD PIPE CONDITION 4 CS XS,ea,0.75,10.5
Piping,FIELD PIPE CONDITIONS  (DOES NOT INCL. SUPPORTS,CONDF4X,FIELD PIPE CONDITION 4 CS XS,ea,1,11.2
Piping,FIELD PIPE CONDITIONS  (DOES NOT INCL. SUPPORTS,CONDF4X,FIELD PIPE CONDITION 4 CS XS,ea,1.5,12.2
Piping,FIELD PIPE CONDITIONS  (DOES NOT INCL. SUPPORTS,CONDF4X,FIELD PIPE CONDITION 4 CS XS,ea,2,16.6
Piping,FIELD PIPE CONDITIONS  (DOES NOT INCL. SUPPORTS,CONDF4X,FIELD PIPE CONDITION 4 CS XS,ea,2.5,19.4
Piping,FIELD PIPE CONDITIONS  (DOES NOT INCL. SUPPORTS,CONDF4X,FIELD PIPE CONDITION 4 CS XS,ea,3,21.1
Piping,FIELD PIPE CONDITIONS  (DOES NOT INCL. SUPPORTS,CONDF4X,FIELD PIPE CONDITION 4 CS XS,ea,4,24.7
Piping,FIELD PIPE CONDITIONS  (DOES NOT INCL. SUPPORTS,CONDF4X,FIELD PIPE CONDITION 4 CS XS,ea,6,31.7
Piping,FIELD PIPE CONDITIONS  (DOES NOT INCL. SUPPORTS,CONDF4X,FIELD PIPE CONDITION 4 CS XS,ea,8,40
Piping,FIELD PIPE CONDITIONS  (DOES NOT INCL. SUPPORTS,CONDF4X,FIELD PIPE CONDITION 4 CS XS,ea,10,49.9
Piping,FIELD PIPE CONDITIONS  (DOES NOT INCL. SUPPORTS,CONDF4X,FIELD PIPE CONDITION 4 CS XS,ea,12,60.8
Piping,FIELD PIPE CONDITIONS  (DOES NOT INCL. SUPPORTS,CONDF4X,FIELD PIPE CONDITION 4 CS XS,ea,14,71.2
Piping,FIELD PIPE CONDITIONS  (DOES NOT INCL. SUPPORTS,CONDF4X,FIELD PIPE CONDITION 4 CS XS,ea,16,82
Piping,FIELD PIPE CONDITIONS  (DOES NOT INCL. SUPPORTS,CONDF4X,FIELD PIPE CONDITION 4 CS XS,ea,18,97.2
Piping,FIELD PIPE CONDITIONS  (DOES NOT INCL. SUPPORTS,CONDF4X,FIELD PIPE CONDITION 4 CS XS,ea,20,111
Piping,FIELD PIPE CONDITIONS  (DOES NOT INCL. SUPPORTS,CONDF4X,FIELD PIPE CONDITION 4 CS XS,ea,24,133.3
Piping,FIELD PIPE CONDITIONS  (DOES NOT INCL. SUPPORTS,CONDF4X,FIELD PIPE CONDITION 4 CS XS,ea,30,154.3
Piping,FIELD PIPE CONDITIONS  (DOES NOT INCL. SUPPORTS,CONDF4X,FIELD PIPE CONDITION 4 CS XS,ea,36,FALSE
Piping,FIELD PIPE CONDITIONS  (DOES NOT INCL. SUPPORTS,CONDF4X,FIELD PIPE CONDITION 4 CS XS,ea,42,FALSE
Piping,FIELD PIPE CONDITIONS  (DOES NOT INCL. SUPPORTS,CONDF4X,FIELD PIPE CONDITION 4 CS XS,ea,48,FALSE
Piping,FIELD PIPE CONDITIONS  (DOES NOT INCL. SUPPORTS,CONDF4X,FIELD PIPE CONDITION 4 CS XS,ea,54,FALSE
Piping,FIELD PIPE CONDITIONS  (DOES NOT INCL. SUPPORTS,CONDF4X,FIELD PIPE CONDITION 4 CS XS,ea,60,FALSE
Piping,FIELD PIPE CONDITIONS  (DOES NOT INCL. SUPPORTS,CONDF5X,FIELD PIPE CONDITION 5 CS XS,ea,0.5,17.2
Piping,FIELD PIPE CONDITIONS  (DOES NOT INCL. SUPPORTS,CONDF5X,FIELD PIPE CONDITION 5 CS XS,ea,0.75,17.7
Piping,FIELD PIPE CONDITIONS  (DOES NOT INCL. SUPPORTS,CONDF5X,FIELD PIPE CONDITION 5 CS XS,ea,1,19.1
Piping,FIELD PIPE CONDITIONS  (DOES NOT INCL. SUPPORTS,CONDF5X,FIELD PIPE CONDITION 5 CS XS,ea,1.5,21.6
Piping,FIELD PIPE CONDITIONS  (DOES NOT INCL. SUPPORTS,CONDF5X,FIELD PIPE CONDITION 5 CS XS,ea,2,29.5
Piping,FIELD PIPE CONDITIONS  (DOES NOT INCL. SUPPORTS,CONDF5X,FIELD PIPE CONDITION 5 CS XS,ea,2.5,34
Piping,FIELD PIPE CONDITIONS  (DOES NOT INCL. SUPPORTS,CONDF5X,FIELD PIPE CONDITION 5 CS XS,ea,3,39.2
Piping,FIELD PIPE CONDITIONS  (DOES NOT INCL. SUPPORTS,CONDF5X,FIELD PIPE CONDITION 5 CS XS,ea,4,48.5
Piping,FIELD PIPE CONDITIONS  (DOES NOT INCL. SUPPORTS,CONDF5X,FIELD PIPE CONDITION 5 CS XS,ea,6,63.3
Piping,FIELD PIPE CONDITIONS  (DOES NOT INCL. SUPPORTS,CONDF5X,FIELD PIPE CONDITION 5 CS XS,ea,8,79.4
Piping,FIELD PIPE CONDITIONS  (DOES NOT INCL. SUPPORTS,CONDF5X,FIELD PIPE CONDITION 5 CS XS,ea,10,103.1
Piping,FIELD PIPE CONDITIONS  (DOES NOT INCL. SUPPORTS,CONDF5X,FIELD PIPE CONDITION 5 CS XS,ea,12,124.8
Piping,FIELD PIPE CONDITIONS  (DOES NOT INCL. SUPPORTS,CONDF5X,FIELD PIPE CONDITION 5 CS XS,ea,14,142.5
Piping,FIELD PIPE CONDITIONS  (DOES NOT INCL. SUPPORTS,CONDF5X,FIELD PIPE CONDITION 5 CS XS,ea,16,164
Piping,FIELD PIPE CONDITIONS  (DOES NOT INCL. SUPPORTS,CONDF5X,FIELD PIPE CONDITION 5 CS XS,ea,18,189.5
Piping,FIELD PIPE CONDITIONS  (DOES NOT INCL. SUPPORTS,CONDF5X,FIELD PIPE CONDITION 5 CS XS,ea,20,220.8
Piping,FIELD PIPE CONDITIONS  (DOES NOT INCL. SUPPORTS,CONDF5X,FIELD PIPE CONDITION 5 CS XS,ea,24,255.1
Piping,FIELD PIPE CONDITIONS  (DOES NOT INCL. SUPPORTS,CONDF5X,FIELD PIPE CONDITION 5 CS XS,ea,30,294.6
Piping,FIELD PIPE CONDITIONS  (DOES NOT INCL. SUPPORTS,CONDF5X,FIELD PIPE CONDITION 5 CS XS,ea,36,FALSE
Piping,FIELD PIPE CONDITIONS  (DOES NOT INCL. SUPPORTS,CONDF5X,FIELD PIPE CONDITION 5 CS XS,ea,42,FALSE
Piping,FIELD PIPE CONDITIONS  (DOES NOT INCL. SUPPORTS,CONDF5X,FIELD PIPE CONDITION 5 CS XS,ea,48,FALSE
Piping,FIELD PIPE CONDITIONS  (DOES NOT INCL. SUPPORTS,CONDF5X,FIELD PIPE CONDITION 5 CS XS,ea,54,FALSE
Piping,FIELD PIPE CONDITIONS  (DOES NOT INCL. SUPPORTS,CONDF5X,FIELD PIPE CONDITION 5 CS XS,ea,60,FALSE
Piping,FIELD PIPE CONDITIONS  (DOES NOT INCL. SUPPORTS,CONDF1XX,FIELD PIPE CONDITION 1 CS XXS,ea,0.5,20.5
Piping,FIELD PIPE CONDITIONS  (DOES NOT INCL. SUPPORTS,CONDF1XX,FIELD PIPE CONDITION 1 CS XXS,ea,0.75,20.5
Piping,FIELD PIPE CONDITIONS  (DOES NOT INCL. SUPPORTS,CONDF1XX,FIELD PIPE CONDITION 1 CS XXS,ea,1,32
Piping,FIELD PIPE CONDITIONS  (DOES NOT INCL. SUPPORTS,CONDF1XX,FIELD PIPE CONDITION 1 CS XXS,ea,1.5,25.5
Piping,FIELD PIPE CONDITIONS  (DOES NOT INCL. SUPPORTS,CONDF1XX,FIELD PIPE CONDITION 1 CS XXS,ea,2,29.7
Piping,FIELD PIPE CONDITIONS  (DOES NOT INCL. SUPPORTS,CONDF1XX,FIELD PIPE CONDITION 1 CS XXS,ea,2.5,33.5
Piping,FIELD PIPE CONDITIONS  (DOES NOT INCL. SUPPORTS,CONDF1XX,FIELD PIPE CONDITION 1 CS XXS,ea,3,35.4
Piping,FIELD PIPE CONDITIONS  (DOES NOT INCL. SUPPORTS,CONDF1XX,FIELD PIPE CONDITION 1 CS XXS,ea,4,40
Piping,FIELD PIPE CONDITIONS  (DOES NOT INCL. SUPPORTS,CONDF1XX,FIELD PIPE CONDITION 1 CS XXS,ea,6,51.5
Piping,FIELD PIPE CONDITIONS  (DOES NOT INCL. SUPPORTS,CONDF1XX,FIELD PIPE CONDITION 1 CS XXS,ea,8,66
Piping,FIELD PIPE CONDITIONS  (DOES NOT INCL. SUPPORTS,CONDF1XX,FIELD PIPE CONDITION 1 CS XXS,ea,10,82.5
Piping,FIELD PIPE CONDITIONS  (DOES NOT INCL. SUPPORTS,CONDF1XX,FIELD PIPE CONDITION 1 CS XXS,ea,12,100
Piping,FIELD PIPE CONDITIONS  (DOES NOT INCL. SUPPORTS,CONDF1XX,FIELD PIPE CONDITION 1 CS XXS,ea,14,120.5
Piping,FIELD PIPE CONDITIONS  (DOES NOT INCL. SUPPORTS,CONDF1XX,FIELD PIPE CONDITION 1 CS XXS,ea,16,139
Piping,FIELD PIPE CONDITIONS  (DOES NOT INCL. SUPPORTS,CONDF1XX,FIELD PIPE CONDITION 1 CS XXS,ea,18,164.9
Piping,FIELD PIPE CONDITIONS  (DOES NOT INCL. SUPPORTS,CONDF1XX,FIELD PIPE CONDITION 1 CS XXS,ea,20,187.2
Piping,FIELD PIPE CONDITIONS  (DOES NOT INCL. SUPPORTS,CONDF1XX,FIELD PIPE CONDITION 1 CS XXS,ea,24,224.2
Piping,FIELD PIPE CONDITIONS  (DOES NOT INCL. SUPPORTS,CONDF1XX,FIELD PIPE CONDITION 1 CS XXS,ea,30,255.3
Piping,FIELD PIPE CONDITIONS  (DOES NOT INCL. SUPPORTS,CONDF1XX,FIELD PIPE CONDITION 1 CS XXS,ea,36,FALSE
Piping,FIELD PIPE CONDITIONS  (DOES NOT INCL. SUPPORTS,CONDF1XX,FIELD PIPE CONDITION 1 CS XXS,ea,42,FALSE
Piping,FIELD PIPE CONDITIONS  (DOES NOT INCL. SUPPORTS,CONDF1XX,FIELD PIPE CONDITION 1 CS XXS,ea,48,FALSE
Piping,FIELD PIPE CONDITIONS  (DOES NOT INCL. SUPPORTS,CONDF1XX,FIELD PIPE CONDITION 1 CS XXS,ea,54,FALSE
Piping,FIELD PIPE CONDITIONS  (DOES NOT INCL. SUPPORTS,CONDF1XX,FIELD PIPE CONDITION 1 CS XXS,ea,60,FALSE
Piping,FIELD PIPE CONDITIONS  (DOES NOT INCL. SUPPORTS,CONDF2XX,FIELD PIPE CONDITION 2 CS XXS,ea,0.5,22.3
Piping,FIELD PIPE CONDITIONS  (DOES NOT INCL. SUPPORTS,CONDF2XX,FIELD PIPE CONDITION 2 CS XXS,ea,0.75,22.3
Piping,FIELD PIPE CONDITIONS  (DOES NOT INCL. SUPPORTS,CONDF2XX,FIELD PIPE CONDITION 2 CS XXS,ea,1,33.8
Piping,FIELD PIPE CONDITIONS  (DOES NOT INCL. SUPPORTS,CONDF2XX,FIELD PIPE CONDITION 2 CS XXS,ea,1.5,27.5
Piping,FIELD PIPE CONDITIONS  (DOES NOT INCL. SUPPORTS,CONDF2XX,FIELD PIPE CONDITION 2 CS XXS,ea,2,32.3
Piping,FIELD PIPE CONDITIONS  (DOES NOT INCL. SUPPORTS,CONDF2XX,FIELD PIPE CONDITION 2 CS XXS,ea,2.5,36.3
Piping,FIELD PIPE CONDITIONS  (DOES NOT INCL. SUPPORTS,CONDF2XX,FIELD PIPE CONDITION 2 CS XXS,ea,3,38.4
Piping,FIELD PIPE CONDITIONS  (DOES NOT INCL. SUPPORTS,CONDF2XX,FIELD PIPE CONDITION 2 CS XXS,ea,4,43.6
Piping,FIELD PIPE CONDITIONS  (DOES NOT INCL. SUPPORTS,CONDF2XX,FIELD PIPE CONDITION 2 CS XXS,ea,6,56.3
Piping,FIELD PIPE CONDITIONS  (DOES NOT INCL. SUPPORTS,CONDF2XX,FIELD PIPE CONDITION 2 CS XXS,ea,8,72.6
Piping,FIELD PIPE CONDITIONS  (DOES NOT INCL. SUPPORTS,CONDF2XX,FIELD PIPE CONDITION 2 CS XXS,ea,10,90.1
Piping,FIELD PIPE CONDITIONS  (DOES NOT INCL. SUPPORTS,CONDF2XX,FIELD PIPE CONDITION 2 CS XXS,ea,12,110
Piping,FIELD PIPE CONDITIONS  (DOES NOT INCL. SUPPORTS,CONDF2XX,FIELD PIPE CONDITION 2 CS XXS,ea,14,131.1
Piping,FIELD PIPE CONDITIONS  (DOES NOT INCL. SUPPORTS,CONDF2XX,FIELD PIPE CONDITION 2 CS XXS,ea,16,150.6
Piping,FIELD PIPE CONDITIONS  (DOES NOT INCL. SUPPORTS,CONDF2XX,FIELD PIPE CONDITION 2 CS XXS,ea,18,179.3
Piping,FIELD PIPE CONDITIONS  (DOES NOT INCL. SUPPORTS,CONDF2XX,FIELD PIPE CONDITION 2 CS XXS,ea,20,203.4
Piping,FIELD PIPE CONDITIONS  (DOES NOT INCL. SUPPORTS,CONDF2XX,FIELD PIPE CONDITION 2 CS XXS,ea,24,243.2
Piping,FIELD PIPE CONDITIONS  (DOES NOT INCL. SUPPORTS,CONDF2XX,FIELD PIPE CONDITION 2 CS XXS,ea,30,277.1
Piping,FIELD PIPE CONDITIONS  (DOES NOT INCL. SUPPORTS,CONDF2XX,FIELD PIPE CONDITION 2 CS XXS,ea,36,FALSE
Piping,FIELD PIPE CONDITIONS  (DOES NOT INCL. SUPPORTS,CONDF2XX,FIELD PIPE CONDITION 2 CS XXS,ea,42,FALSE
Piping,FIELD PIPE CONDITIONS  (DOES NOT INCL. SUPPORTS,CONDF2XX,FIELD PIPE CONDITION 2 CS XXS,ea,48,FALSE
Piping,FIELD PIPE CONDITIONS  (DOES NOT INCL. SUPPORTS,CONDF2XX,FIELD PIPE CONDITION 2 CS XXS,ea,54,FALSE
Piping,FIELD PIPE CONDITIONS  (DOES NOT INCL. SUPPORTS,CONDF2XX,FIELD PIPE CONDITION 2 CS XXS,ea,60,FALSE
Piping,FIELD PIPE CONDITIONS  (DOES NOT INCL. SUPPORTS,CONDF3XX,FIELD PIPE CONDITION 3 CS XXS,ea,0.5,11.6
Piping,FIELD PIPE CONDITIONS  (DOES NOT INCL. SUPPORTS,CONDF3XX,FIELD PIPE CONDITION 3 CS XXS,ea,0.75,11.6
Piping,FIELD PIPE CONDITIONS  (DOES NOT INCL. SUPPORTS,CONDF3XX,FIELD PIPE CONDITION 3 CS XXS,ea,1,17.3
Piping,FIELD PIPE CONDITIONS  (DOES NOT INCL. SUPPORTS,CONDF3XX,FIELD PIPE CONDITION 3 CS XXS,ea,1.5,14.2
Piping,FIELD PIPE CONDITIONS  (DOES NOT INCL. SUPPORTS,CONDF3XX,FIELD PIPE CONDITION 3 CS XXS,ea,2,18.9
Piping,FIELD PIPE CONDITIONS  (DOES NOT INCL. SUPPORTS,CONDF3XX,FIELD PIPE CONDITION 3 CS XXS,ea,2.5,21.3
